번호,운영상태,시설명,도로명전체주소,최대수용인원,위도(EPSG4326),경도(EPSG4326)
1641,사용중,마포트라팰리스(지하1~4층 주차장),"서울특별시 마포구 마포대로 53, 마포트라팰리스 (도화동)",40533,37.541139691541886,126.94717967174114
1642,사용중,마포한화오벨리스크(지하2~6층 주차장),"서울특별시 마포구 마포대로 33(도화동, 마포 한화 오벨리스크)",38474,37.53994470116216,126.94549318200076
1643,사용중,대림2차아파트(지하1층 주차장),"서울특별시 마포구 토정로32길 6(용강동, 마포대림2차e-편한세상)",5009,37.5407726169914,126.94111241512094
1644,사용중,성산현대2차아파트(지하1층주차장),"서울특별시 마포구 성암로 79 (중동, 성산2차현대아파트)",8939,37.571000585903,126.908014132077
1645,사용중,도화동주민센터(지하1층주차장),"서울특별시 마포구 도화길 37 (도화동, 도화공영주차장및주민센터)",2798,37.54143677457539,126.94989983772014
1646,사용중,현대1차아파트(지하1층주차장),"서울특별시 마포구 성암로 91 (중동, 현대아파트)",8939,37.57158796899176,126.90697048482438
1647,사용중,월드컵아파트 9단지(지하1~2층주차장),"서울특별시 마포구 월드컵북로 501 (상암동, 상암월드컵파크9단지)",26040,37.58451229193327,126.87895270737978
1648,사용중,월드컵아파트 12단지(지하1~2층주차장),"서울특별시 마포구 월드컵북로 502-7 (상암동, 상암월드컵파크12단지)",9741,37.585681577308726,126.87969724785896
1649,사용중,래미안웰스트림(지하1~3층주차장),"서울특별시 마포구 토정로18길 11 (현석동, 래미안웰스트림)",46432,37.54363970670671,126.93582978595168
1651,사용중,합정동주민센터 지하2층,"서울특별시 마포구 월드컵로5길 11 (합정동, 합정동주민센터)",10563,37.55171363688017,126.911669320135
1652,사용중,두영이지안 아파트 지하1층 주차장,"서울특별시 마포구 희우정로1길 48 (합정동, 두영이지안아파트)",1739,37.54998812006768,126.90632276033372
1653,사용중,홍익대학교 제3기숙사(지하1~2층주차장),"서울특별시 마포구 성미산로 55 (성산동, 홍익대학교제3기숙사)",1747,37.55945298089803,126.9142408979174
1654,사용중,공항철도 홍대입구역 지하2~3층,"서울특별시 마포구 양화로 지하 188, 홍대입구역 (동교동)",10442,37.55810640118292,126.9259710140862
1655,사용중,경의중앙선 홍대입구역 지하1~2층,"서울특별시 마포구 양화로 지하 188, 경의중앙선 홍대입구역장 (동교동)",11720,37.55810640118292,126.9259710140862
1656,사용중,합정역(2호선) 지하1~2층,"서울특별시 마포구 양화로 지하 55, 합정역(2호선) (서교동)",15767,37.55023923297637,126.91478573889128
1657,사용중,소금나루 공영주차장(지하1~3층주차장),"서울특별시 마포구 숭문길 72, 소금나루도서관 (염리동)",4791,37.5495242667581,126.946233959381
1659,사용중,오목교역 지하1층 대합실,"서울특별시 양천구 오목로 지하 342 (목동, 오목교역)",15063,37.52446327495949,126.87535781909742
1660,사용중,목동역 지하1층 대합실,"서울특별시 양천구 오목로 지하 245 (목동, 목동역)",8975,37.52617768097485,126.86474052755902
1661,사용중,방송회관 지하1~6층 주차장,"서울특별시 양천구 목동동로 233 (목동, 한국방송회관)",17912,37.52702569017591,126.87163085653674
1662,사용중,한국통신 지하1층 주차장,서울특별시 양천구 목동서로 201 (목동),19550,37.52921887558097,126.8709157659158
1663,사용중,한국전파진흥협회 지하1층 주차장,"서울특별시 양천구 목동중앙로13나길 3 (목동, 한국전파진흥협회)",841,37.54639324595461,126.88075019210392
1664,사용중,양천우체국 지하1층,"서울특별시 양천구 목동서로 117 (목동, 양천우체국)",5024,37.53312960403564,126.87594466839784
1667,사용중,양정중고등학교 지하1층,"서울특별시 양천구 안양천로 1039 (목동, 양정중학교.양정고등학교)",1593,37.53459785054049,126.8878535063148
1668,사용중,"이화여대부속목동병원 지하1, 2층","서울특별시 양천구 안양천로 1071 (목동, 이화여대목동병원)",11763,37.53706540271158,126.88657225707767
1669,사용중,평광교회 지하1층,서울특별시 양천구 목동서로 13 (목동),1541,37.538391426136535,126.8842866633354
1670,사용중,화성프라자 지하1층,서울특별시 양천구 목동동로 435 (목동),592,37.53732465106453,126.88494197180228
1671,사용중,신월프라자 지하3층,"서울특별시 양천구 곰달래로5길 17 (신월동, 신월프라자)",8727,37.53119655751992,126.83376621959194
1673,사용중,보성아파트 지하1층 주차장,"서울특별시 양천구 오목로13길 33 (신월동, 신월보성아파트)",1463,37.52588948642731,126.8448301539348
1674,사용중,우당아파트 지하1층 주차장,서울특별시 양천구 오목로 90-0 (신월동),4720,37.52316912339077,126.84753542250728
1676,사용중,금용아파트 지하1층 주차장,"서울특별시 양천구 신월로17길 22 (신월동, 금용아파트)",4555,37.52065399111394,126.84202921258
1677,사용중,성은교회 지하1층 주차장,서울특별시 양천구 화곡로 100 (신월동),684,37.53942497764134,126.83317101603956
1679,사용중,신월시영아파트 지하1층,"서울특별시 양천구 신월로 99 (신월동, 신월시영아파트)",12413,37.516731245550105,126.83467164910816
1680,사용중,"현대프라자 지하1, 2층",서울특별시 양천구 중앙로32길 61 (신정동),3084,37.52000311333874,126.86034642089612
1681,사용중,"동화목동프라자 지하1,2층",서울특별시 양천구 중앙로32길 55 (신정동),2865,37.51978323601841,126.8597383369842
1682,사용중,신정네거리역 지하2층역사,"서울특별시 양천구 중앙로 지하 261 (신정동, 신정네거리역)",2517,37.51975544050121,126.85304080431769
1683,사용중,신정역 지하1~2층 역사,"서울특별시 양천구 오목로 지하 179 (신정동, 신정역)",7773,37.5252016800661,126.85729574829544
1685,사용중,양동초등학교 지하1층,"서울특별시 양천구 오목로23길 24 (신정동, 서울양동초등학교)",545,37.52626781802671,126.8506181908595
1686,사용중,미광아파트 지하1층 주차장,"서울특별시 양천구 은행정로 98 (신정동, 미광아파트)",625,37.528489692934414,126.858687996647
1687,사용중,양천경찰서 지하1층,"서울특별시 양천구 목동동로 99 (신정동, 서울양천경찰서)",2221,37.51655139828921,126.86580246389568
1690,사용중,서울출입국 외국인청 지하1층,"서울특별시 양천구 목동동로 151 (신정동, 서울출입국관리사무소)",1192,37.519226201320144,126.86961071131404
1691,사용중,양천구민체육센터 지하1층 주차장,"서울특별시 양천구 목동동로 87 (신정동, 양천구민체육센터)",5324,37.516159077189485,126.86454518814276
1692,사용중,목동8단지 아파트 B상가동 지하1층 주차장,"서울특별시 양천구 목동서로 280 (신정동, 목동신시가지아파트8단지)",2556,37.52240070440783,126.8686643765211
1694,사용중,양천문화회관 지하1층 주차장,"서울특별시 양천구 목동서로 367 (신정동, 양천문화회관)",8631,37.5166204666764,126.86322946614024
1695,사용중,목동고등학교 지하1층 주차장,서울특별시 양천구 목동동로2길 68-0 (신정동),2379,37.50911579898192,126.86149221488776
1696,사용중,양천구청역 지하1층 대합실,서울특별시 양천구 목동로3길 지하 33 (신정동),3357,37.51273566651447,126.86611451886694
1697,사용중,현대백화점 목동점 지하4층 5층 6층 주차장,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온)",15000,37.52623428724934,126.8745752418036
1698,사용중,목동금호베스트빌 101동 지하1층 주차장,"서울특별시 양천구 목동중앙북로8길 111, 101동 (목동, 금호베스트빌아파트)",4963,37.544659709173445,126.8668438920537
1699,사용중,신트리1단지아파트 지하1층주차장,"서울특별시 양천구 신정로 293 (신정동, 신트리1단지아파트)",15924,37.51335681629825,126.85342506750004
1701,사용중,행복한 백화점 지하2층 3층 주차장,"서울특별시 양천구 목동동로 309 (목동, 행복한세상)",25209,37.52955990734068,126.8761424586002
1704,사용중,"목동삼성아파트 101동 102동 지하1,2층 주차장","서울특별시 양천구 신목로 7 (신정동, 목동삼성아파트)",6004,37.516766137612734,126.8760767098795
1705,사용중,"목동삼성아파트 103동 104동 지하1,2층 주차장","서울특별시 양천구 신목로 7 (신정동, 목동삼성아파트)",6004,37.516766137612734,126.8760767098795
1706,사용중,신서공영주차장 지하1층 주차장,"서울특별시 양천구 은행정로 42 (신정동, 신서고등학교)",11568,37.52363163928719,126.86025939502623
1710,사용중,대주파크빌 지하1층 주차장,"서울특별시 양천구 남부순환로85길 16 (신월동, 대주파크빌)",5703,37.51482771785731,126.84246714276328
1711,사용중,목동 이스타빌 3차 지하1~4층 주차장,서울특별시 양천구 목동서로 377 (신정동),12493,37.516101980831984,126.86232568819044
1712,사용중,목동두산위브 지하1층 주차장,"서울특별시 양천구 목동중앙본로 85 (목동, 두산위브아파트)",3669,37.54348952774673,126.87019027688136
1713,사용중,건영아파트 지하1 ~ 6층 주차장,"서울특별시 양천구 목동중앙본로22길 63 (목동, 건영아파트)",7547,37.54154485913467,126.87270249640775
1714,사용중,"동일하이빌2단지아파트 지하1,2층 주차장","서울특별시 양천구 신정로11길 20 (신정동, 동일하이빌아파트)",16552,37.51020322312728,126.84055302946304
1715,사용중,센트럴프라자 지하3층~6층 주차장,"서울특별시 양천구 목동서로 349 (신정동, 센트럴프라자)",19956,37.51747740075275,126.86500092835176
1716,사용중,목동 대원 칸타빌아파트 201동 202동 지하1층주차장,서울특별시 양천구 목동중앙로 11 (목동),7888,37.531572138163966,126.8669348485726
1717,사용중,목동금호어울림아파트 101동 지하1층 주차장,서울특별시 양천구 목동중앙서로 37 (목동),21670,37.53303903117546,126.86792531521586
1718,사용중,목동 대원 칸타빌아파트 203동 204동 지하1층주차장,"서울특별시 양천구 목동중앙로 11 (목동, 대원칸타빌2단지아파트)",7888,37.531572138163966,126.8669348485726
1719,사용중,목동 대원 칸타빌아파트 205동 지하1층주차장,"서울특별시 양천구 목동중앙로 11 (목동, 대원칸타빌2단지아파트)",3944,37.531572138163966,126.8669348485726
1720,사용중,목동금호어울림아파트 107동 지하1층주차장,서울특별시 양천구 목동중앙서로 37 (목동),3612,37.53303903117546,126.86792531521586
1724,사용중,양천해누리복지관 신월센터 지하1층,서울특별시 양천구 가로공원로 101 (신월동),160,37.53587728696221,126.82724597906108
1725,사용중,"신월대림아파트 지하1,2층 주차장","서울특별시 양천구 오목로13길 7 (신월동, 신월대림아파트)",2134,37.5237210210986,126.84544789676774
1726,사용중,"태진아파트 지하1,2층 주차장","서울특별시 양천구 중앙로55길 25 (신월동, 태진아파트)",3878,37.5263102445269,126.84647742250174
1727,사용중,신도신월1차 아파트 지하1층 주차장,"서울특별시 양천구 신월로20길 33 (신월동, 신도신월1차아파트)",2303,37.51772471985094,126.84663575193994
1728,사용중,금하뜨라네아파트 지하1층 주차장,서울특별시 양천구 가로공원로56길 10-0 (신월동),7144,37.5346083305875,126.82365073767332
1729,사용중,"금강아파트 지하1,2층 주차장",서울특별시 양천구 남부순환로64길 23-0 (신월동),5396,37.52692922205694,126.83315654942582
1730,사용중,수명아파트 지하1층 주차장,서울특별시 양천구 화곡로3길 15 (신월동),1432,37.54084851161791,126.82708308285088
1731,사용중,양천아파트(101동~102동) 지하1층 주차장,서울특별시 양천구 목동로3길 57-0 (신정동),4287,37.51166941775729,126.86369584370792
1732,사용중,목동2차우성아파트 지하1층 주차장,서울특별시 양천구 목동남로4길 6-46 (신정동),12825,37.50677719401182,126.8657396441378
1733,사용중,메리트윈 지하1층 주차장,"서울특별시 양천구 목동동로8길 23 (신정동, 메리트원)",990,37.51681998137428,126.8714124656759
1734,사용중,양천롯데캐슬아파트 지하1-2층 주차장,"서울특별시 양천구 오목로5길 19 (신월동, 양천롯데캐슬)",18016,37.523560023111166,126.84043128672891
1735,사용중,삼정그린뷰아파트 지하1층주차장,서울특별시 양천구 오목로3길 17-0 (신월동),7846,37.52282598868713,126.83906522727442
1736,사용중,신월대성유니드아파트 101동 지하1층 주차장,"서울특별시 양천구 신월로15길 25 (신월동, 신월대성유니드아파트)",2778,37.52056267020119,126.8412088298028
1737,사용중,양천아파트(103동~105동) 지하1층 주차장,"서울특별시 양천구 목동로3길 57 (신정동, 양천아파트)",4287,37.51166941775729,126.86369584370792
1738,사용중,양천아파트(106~108동) 지하1층 주차장,"서울특별시 양천구 목동로3길 57 (신정동, 양천아파트)",4287,37.51166941775729,126.86369584370792
1739,사용중,신목동역 지하1~2 대합실,"서울특별시 양천구 목동중앙로 지하 217 (목동, 신목동역)",8395,37.54448114969679,126.88276516113196
1740,사용중,정목초등학교 지하1층 주차장,"서울특별시 양천구 목동중앙로3길 30-10 (목동, 서울정목초등학교)",4067,37.53693329281928,126.86962468772872
1741,사용중,신월문화체육센타 지하1층,"서울특별시 양천구 지양로 47 (신월동, 신월문화체육센타)",1575,37.51995851861528,126.83505280715674
1742,사용중,성산교회 지하1층 주차장,서울특별시 양천구 남부순환로 339 (신월동),888,37.536792417429815,126.82803055179808
1744,사용중,수명산태승훼미리아파트 지하1층주차장,서울특별시 양천구 월정로 262 (신월동),1455,37.54117127158363,126.8310177128686
1745,사용중,아름다운세상아파트 지하1층주차장,서울특별시 양천구 화곡로3길 31 (신월동),1293,37.54216235631118,126.82752365799304
1746,사용중,수명산롯데캐슬아파트 지하1층주차장,서울특별시 양천구 월정로 303-0 (신월동),9920,37.5439372012328,126.82833527439232
1747,사용중,"신정동 롯데캐슬아파트 101동 지하1,2층 주차장","서울특별시 양천구 신목로12길 22 (신정동, 롯데캐슬)",18258,37.52013895314199,126.8751805336972
1748,사용중,"신정동아이파크 아파트 지하1,2층 주차장","서울특별시 양천구 목동동로 180 (신정동, 신정동아이파크)",35132,37.52170214155528,126.87104559813116
1749,사용중,명지해드는터 101동 지하1층 주차장,"서울특별시 양천구 신목로 43 (신정동, 명지해드는터)",3561,37.51922476870645,126.8728320064012
1750,사용중,"신정e편한세상아파트 지하1,2층 주차장","서울특별시 양천구 신정로13길 38 (신정동, 신정이편한세상아파트)",21303,37.512714663382575,126.84234454558556
1751,사용중,"신목동 샤르망 오피스텔 지하1층,2층 주차장","서울특별시 양천구 월정로 101 (신월동, 신목동샤르망오피스텔)",3791,37.528360240563295,126.83916952588304
1752,사용중,신월6차보람아파트 지하1층 주차장,"서울특별시 양천구 곰달래로7길 7 (신월동, 신월6차보람아파트)",4126,37.53047716245915,126.83514090659511
1753,사용중,"나산아파트 지하1층,2층 주차장","서울특별시 양천구 남부순환로65길 6 (신월동, 나산아파트)",3721,37.5278123769851,126.83432994903048
1754,사용중,명지해드는터 102동 지하1층 주차장,"서울특별시 양천구 신목로 43 (신정동, 명지해드는터)",3561,37.51922476870645,126.8728320064012
1755,사용중,신월대성유니드아파트 103동 지하1층 주차장,"서울특별시 양천구 신월로15길 21 (신월동, 신월대성유니드아파트)",6985,37.52012599070792,126.8413978576918
1756,사용중,목동2차성원아파트 101동 지하주차장(B1층),"서울특별시 양천구 목동중앙남로 100 (목동, 성원아파트)",9696,37.5419521147093,126.86394660365018
1757,사용중,목동2차성원아파트 103동 지하주차장(B1층),"서울특별시 양천구 목동중앙남로 100 (목동, 성원아파트)",4848,37.5419521147093,126.86394660365018
1758,사용중,목동2차성원아파트 104동 지하주차장(B1층),"서울특별시 양천구 목동중앙남로 100 (목동, 성원아파트)",4848,37.5419521147093,126.86394660365018
1759,사용중,목동롯데캐슬위너아파트 지하주차장(B1~B3층),"서울특별시 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",55204,37.54783157025029,126.86755985805144
1761,사용중,목동신한아파트 지하주차장(B1~B4층),"서울특별시 양천구 목동중앙북로 7 (목동, 신한이모르젠)",10412,37.5487011281419,126.86438328896628
1762,사용중,"양천구청 지하1,2층 주차장",서울특별시 양천구 목동동로 105 (신정동),4672,37.51688696175076,126.8664993177497
1763,사용중,"양천구청 해누리타운 지하1,2층 주차장",서울특별시 양천구 목동동로 81 (신정동),5567,37.51584041020276,126.864100548377
1765,사용중,"동문굿모닝탑 지하1,2층 주차장","서울특별시 양천구 목동동로 53 (신정동, 동문굿모닝탑Ⅰ)",12484,37.5151167420232,126.86087225012102
1766,사용중,"해맞이 공영주차장 지하1 2,3층","서울특별시 양천구 지양로 47 (신월동, 신월문화체육센타)",10164,37.51995851861528,126.83505280715674
1768,사용중,"가로공원공영주차장 지하1,2층","서울특별시 양천구 가로공원로 지하 133 (신월동, 가로공원공영주차장)",14503,37.53627843317215,126.8308159815918
1769,사용중,"목동힐스테이트 아파트 지하1,2층 주차장","서울특별시 양천구 중앙로36길 15 (신정동, 목동힐스테이트)",71214,37.51965807154036,126.85572139251109
1770,사용중,세양청마루아파트 지하1층 주차장,"서울특별시 양천구 목동남로2길 60-30 (신정동, 세양청마루아파트)",13951,37.5066562564832,126.86304268622835
1771,사용중,청구아파트 지하1층 주차장,"서울특별시 양천구 신목로2길 11 (신정동, 청구아파트)",1783,37.51888821781217,126.87606135973566
1772,사용중,방주기픈샘2차아파트 지하1층 주차장,"서울특별시 양천구 중앙로55길 59 (신월동, 방주기픈샘아파트2차)",4002,37.52570057960008,126.8429290807853
1773,사용중,은성아파트 지하1층 주차장,"서울특별시 양천구 곰달래로5길 30 (신월동, 은성아파트)",1316,37.532253835673856,126.83345239199052
1774,사용중,은일로즈힐아파트 지하1층주차장,"서울특별시 양천구 신월로 116 (신월동, 은일로즈힐아파트)",1384,37.516057001818105,126.83680807501024
1775,사용중,양천벽산블루밍1단지 지하1층 주차장,"서울특별시 양천구 월정로9길 17 (신월동, 양천벽산블루밍1단지)",6433,37.52472624107559,126.83923247018454
1776,사용중,양천벽산블루밍2단지 지하1층 주차장,"서울특별시 양천구 월정로9길 20 (신월동, 양천벽산블루밍2단지)",8416,37.52482038969016,126.83892073978416
1777,사용중,수명산동원데자뷰아파트 지하1층주차장,"서울특별시 양천구 화곡로3길 43 (신월동, 수명산동원데쟈뷰아파트)",5586,37.54312506110384,126.8279583850006
1778,사용중,삼익플라주아파트 지하1층주차장,"서울특별시 양천구 가로공원로 129 (신월동, 삼익플라주)",735,37.53643573281698,126.8303709945668
1779,사용중,"신정이펜하우스3단지 지하1,2층 주차장","서울특별시 양천구 신정이펜1로 50 (신정동, 신정이펜하우스3단지)",53568,37.51139479299795,126.8310216871214
1780,사용중,"벽산블루밍1단지 지하1,2층 주차장","서울특별시 양천구 신정로13길 50 (신월동, 벽산아파트)",7173,37.51400025195235,126.8417592666048
1781,사용중,"벽산블루밍2단지 지하1,2층 주차장","서울특별시 양천구 신정로13길 51 (신월동, 벽산블루밍2단지)",7836,37.51395544926008,126.8416089375916
1782,사용중,"목동센트럴아이파크위브 1단지 지하1,2층 주차장","서울특별시 양천구 남부순환로83길 17 (신월동, 목동 센트럴 아이파크 위브 1단지)",28570,37.5162093846086,126.84204414731629
1783,사용중,"목동센트럴아이파크위브 2단지 지하1,2층 주차장","서울특별시 양천구 남부순환로83길 18 (신월동, 목동 센트럴 아이파크 위브 2단지)",44247,37.51599117427996,126.84211485687752
1784,사용중,"목동센트럴아이파크위브 3단지 지하1,2,3층 주차장","서울특별시 양천구 남부순환로83길 48 (신월동, 목동 센트럴 아이파크 위브 3단지)",31538,37.51725398748863,126.84514879623548
1785,사용중,"목동센트럴아이파크위브 4단지 지하1,2,3층 주차장","서울특별시 양천구 남부순환로83길 47 (신월동, 목동 센트럴 아이파크 위브 4단지)",42574,37.517408209177454,126.8449095683771
1786,사용중,"신정뉴타운롯데캐슬아파트 지하1,2층 주차장","서울특별시 양천구 중앙로29길 61 (신월동, 신정뉴타운롯데캐슬)",46889,37.51744696011278,126.84795924486492
1787,사용중,"신정뉴타운두산위브아파트 지하1,2층 주차장","서울특별시 양천구 신월로20길 7 (신월동, 신정뉴타운두산위브아파트)",21157,37.51960671227612,126.84521152116903
1788,사용중,신목동파라곤아파트 지하2층 주차장,서울특별시 양천구 오목로 55 (신월동),16327,37.52248989882481,126.8436518305852
1789,사용중,목동금호베스트빌 102동 지하1층 주차장,"서울특별시 양천구 목동중앙북로8길 111, 102동 (목동, 금호베스트빌아파트)",4646,37.544659709173445,126.8668438920537
1790,사용중,목동금호베스트빌103동 지하1층 주차장,"서울특별시 양천구 목동중앙북로8길 111, 103동 (목동, 금호베스트빌아파트)",3926,37.544659709173445,126.8668438920537
1791,사용중,목동금호베스트빌 104동 지하1층 주차장,"서울특별시 양천구 목동중앙북로8길 111, 104동 (목동, 금호베스트빌아파트)",5398,37.544659709173445,126.8668438920537
1792,사용중,목동금호베스트빌 105동 지하1층 주차장,"서울특별시 양천구 목동중앙북로8길 111, 105동 (목동, 금호베스트빌아파트)",3540,37.544659709173445,126.8668438920537
1793,사용중,남부지방법원 별관 지하1층 주차장,"서울특별시 양천구 신월로 386, 서울남부지방법원 (신정동)",1695,37.522222592540295,126.86399336975448
1794,사용중,부영그린타운3차(지하2~6층) 주차장,"서울특별시 양천구 목동동로 411 (목동, 부영그린타운3차)",29975,37.5367262500727,126.882213653472
1795,사용중,목동한신청구아파트(지하1~2층) 주차장,"서울특별시 양천구 목동서로2길 22 (목동, 한신청구아파트)",27906,37.540149209969,126.881810067877
1796,사용중,신월코아루1단지아파트(지하1층) 주차장,"서울특별시 양천구 남부순환로56길 9 (신월동, 코아루1단지)",5358,37.5321778196423,126.829531624647
1797,사용중,신월코아루2단지아파트(지하1층) 주차장,"서울특별시 양천구 남부순환로56길 15 (신월동, 신월동코아루2단지)",5665,37.5317825451518,126.828981585046
1798,사용중,성석교회 지하주차장(지하1~4층),"서울특별시 강서구 곰달래로47길 18 (화곡동, 성석교회)",4713,37.53240456853106,126.857254456137
1799,사용중,KT 화곡지사 지하주차장(지하1층),서울특별시 강서구 강서로5길 64 (화곡동),1364,37.5294777403013,126.8482441438384
1800,사용중,서울큰나무병원 지하1~2층 주차장,서울특별시 강서구 강서로 206 (화곡동),2219,37.54442686796677,126.83794831313816
1801,사용중,강서구청 지하상황실(지하2층),"서울특별시 강서구 화곡로 302 (화곡동, 강서구청)",933,37.551111918281805,126.84930138784232
1803,사용중,나누리병원 지하주차장(지하 1층),"서울특별시 강서구 가로공원로 187 (화곡동, 나누리강서병원)",612,37.5373108362769,126.83669687159104
1804,사용중,화곡역 지하1~2층,"서울특별시 강서구 화곡로 지하 168 (화곡동, 화곡역5호선)",11061,37.54149451419018,126.84040179518296
1805,사용중,화일초등학교 화일주차장 지하2층,"서울특별시 강서구 까치산로10길 70 (화곡동, 서울화일초등학교)",8132,37.54101051208968,126.8475140284378
1806,사용중,까치산역(지하 1층),"서울특별시 강서구 강서로 지하 54 (화곡동, 까치산역)",11050,37.53249605544663,126.8464313873142
1808,사용중,기쁜우리복지관 지하 1층,"서울특별시 강서구 허준로 65 (가양동, 기쁜우리복지관,체육센터)",1738,37.56903620144461,126.84895682168998
1809,사용중,가양5종합사회복지관 지하 1층,"서울특별시 강서구 양천로57길 36 (가양동, 가양5단지아파트)",703,37.5642269898873,126.8530842421102
1810,사용중,가양4종합사회복지관 지하 1층,"서울특별시 강서구 양천로57길 37 (가양동, 가양4단지아파트)",698,37.56448226207778,126.85269396834993
1811,사용중,현대그린아파트 지하주차장(지하1층),"서울특별시 강서구 곰달래로26길 15 (화곡동, 현대그린아파트)",387,37.52999347274299,126.84927115861008
1812,사용중,발산1동 발산역(지하1층),"서울특별시 강서구 공항대로 지하 267 (마곡동, 발산역(5호선))",9929,37.55899750753522,126.8373220780433
1813,사용중,발산1동 우장산역(지하1층),"서울특별시 강서구 강서로 지하 262 (화곡동, 우장산역 5호선)",2376,37.54912328530284,126.83646188887012
1814,사용중,국민은행 지하주차장(지하1~2층),서울특별시 강서구 곰달래로 133 (화곡동),932,37.53075297604161,126.84774272229753
1815,사용중,공항초등학교 지하 1층 주차장,"서울특별시 강서구 마곡서1로 68 (마곡동, 서울공항초등학교)",2124,37.56300329081949,126.82158969282322
1816,사용중,공항동 송정역(지하1~3층),"서울특별시 강서구 공항대로 지하 33 (공항동, 송정역(5호선))",7896,37.561455412440274,126.811067562479
1817,사용중,동신대아아파트 지하주차장 지하1층,"서울특별시 강서구 강서로 532 (가양동, 동신아파트,대아아파트)",18123,37.572659343716325,126.84271431874616
1818,사용중,일신건영휴먼빌아파트 지하주차장 지하1층,"서울특별시 강서구 강서로 490 (가양동, 일신건영휴먼빌아파트)",5483,37.56904518400417,126.841610064076
1819,사용중,개화산역(지하 1~2층),"서울특별시 강서구 양천로 22 (방화동, 개화산역)",4240,37.57237837111727,126.8061983926076
1820,사용중,한보구암아파트 지하주차장 지하 1~3층,"서울특별시 강서구 허준로 76 (가양동, 한보구암아파트)",7494,37.5680971655716,126.84944365182936
1821,사용중,방화역 지하 1층,"서울특별시 강서구 금낭화로 지하 132 (방화동, 방화역 5호선)",2897,37.57705455026199,126.8126112061242
1822,사용중,대림경동아파트 지하 1층 주차장,"서울특별시 강서구 허준로 121 (가양동, 대림경동아파트)",13837,37.56549878892178,126.85348601388183
1823,사용중,삼성하나로아파트 지하1층 주차장,"서울특별시 강서구 양천로73길 5 (염창동, 삼성하나로아파트)",3488,37.55126884218628,126.87211890388424
1824,사용중,관음삼성아파트 지하 1~2층 주차장,"서울특별시 강서구 양천로 656 (염창동, 삼성관음아파트)",7352,37.55236005138627,126.8696302894548
1825,사용중,태진한솔아파트 지하 1층 주차장,"서울특별시 강서구 공항대로71길 54 (염창동, 태진한솔아파트)",3644,37.54946893056933,126.87331073297835
1826,사용중,한마음삼성아파트 지하1~2 층 주차장,"서울특별시 강서구 양천로 637 (염창동, 한마음삼성아파트)",6778,37.55451928250615,126.86771369818992
1827,사용중,신동아아파트 지하 1~2층 주차장,"서울특별시 강서구 양천로67길 32 (염창동, 신동아아파트)",9513,37.5555140367327,126.86829455096787
1828,사용중,벽산늘푸른아파트 지하 1~2층 주차장,"서울특별시 강서구 양천로63길 52 (염창동, 벽산늘푸른아파트)",5938,37.55787633387999,126.86583942029156
1829,사용중,대동황토방1차아파트 지하주차장(지하1~2층),"서울특별시 강서구 공항대로59길 103 (등촌동, 대동황토방아파트)",12836,37.556219053295344,126.86292624652576
1830,사용중,가양8단지아파트 지하1층 주차장,"서울특별시 강서구 허준로 176 (가양동, 가양도시개발공사아파트(가양8단지아파트))",12922,37.5625029003666,126.85822304716808
1831,사용중,코오롱하늘채아파트 지하주차장(지하1층),서울특별시 강서구 공항대로55길 19 (등촌동),5134,37.55400283411224,126.8609284041314
1832,사용중,등촌동아이파크아파트 지하1~2층 주차장,"서울특별시 강서구 등촌로 163 (등촌동, 등촌동아이파크)",97596,37.54442054111653,126.8618562616084
1833,사용중,가양9-1단지아파트 지하1층 주차장,"서울특별시 강서구 허준로 224 (가양동, 가양9단지아파트)",7857,37.560037827488216,126.862730107751
1834,사용중,가양9-2단지아파트 지하1층 주차장,"서울특별시 강서구 허준로 234 (가양동, 가양9단지아파트)",13671,37.55950073012434,126.86371485122828
1835,사용중,등촌주공3단지아파트 지하1층 주차장,"서울특별시 강서구 강서로56나길 37 (등촌동, 등촌3단지주공아파트)",6139,37.56107360555231,126.84162769006782
1836,사용중,등촌주공5단지아파트 지하1층 주차장,"서울특별시 강서구 공항대로39길 74 (등촌동, 등촌5단지주공아파트)",6230,37.561291836946936,126.84464234725858
1837,사용중,등촌주공6단지아파트 지하1층 주차장,"서울특별시 강서구 화곡로63가길 18 (등촌동, 등촌6단지주공아파트)",2722,37.559509154254656,126.84766516729718
1838,사용중,보람아파트 지하 1~2층 주차장,"서울특별시 강서구 강서로47길 80 (내발산동, 보람아파트)",2526,37.55312620607076,126.83201569165672
1839,사용중,등촌주공10단지아파트 지하1층 주차장,"서울특별시 강서구 화곡로63가길 71 (등촌동, 등촌10단지주공아파트)",3335,37.5617475999809,126.8486663420759
1840,사용중,태승훼미리아파트3차 지하1층 주차장,"서울특별시 강서구 강서로45길 138 (내발산동, 태승훼미리아파트3차)",1401,37.55130640880455,126.83122543143212
1841,사용중,동성아파트 지하1층 주차장,"서울특별시 강서구 강서로68길 108 (등촌동, 동성아파트)",20236,37.56438712619587,126.8463938373529
1842,사용중,등촌대림아파트 지하1층 주차장,"서울특별시 강서구 공항대로39길 100 (등촌동, 대림아파트)",15701,37.56233737845084,126.84532088142136
